creating an lstm...	
missing seed text, using uniform probability over first character	
--------------------------	
b0,On,1,55,0
3,7d9,On,1,72,0
3,7da,On,1,70,100
3,7ea,On,1,67,0
3,7ee,On,1,76,100
3,7ee,On,1,44,100
3,7ee,On,1,60,100
3,808,On,1,42,0
3,808,On,1,60,0
3,809,On,1,70,90
3,809,On,1,56,100
3,83f,On,1,65,0
3,83e,On,1,67,0
3,83e,On,1,44,0
3,83f,On,1,60,100
3,83f,On,1,60,100
3,864,On,1,74,0
3,867,On,1,42,100
3,867,On,1,42,100
3,867,On,1,44,100
3,867,On,1,74,100
3,867,On,1,42,100
3,867,On,1,44,100
3,867,On,1,44,100
3,874,On,1,69,0
3,874,On,1,44,0
3,875,On,1,72,100
3,875,On,1,44,100
3,87b,On,1,42,0
3,87c,On,1,44,100
3,899,On,1,38,0
3,899,On,1,44,0
3,89e,On,1,77,60
3,89e,On,1,44,100
3,8a2,On,1,44,0
3,8b3,On,1,44,100
3,8c3,On,1,42,0
3,8c3,On,1,60,100
3,8da,On,1,44,0
3,8dd,On,1,42,100
3,8dd,On,1,44,100
3,8e,On,1,44,0
3,8e,On,1,46,0
3,8e8,On,1,52,100
3,8ff,On,1,46,0
3,905,On,1,57,100
3,919,On,1,44,0
3,926,On,1,56,100
3,93b,On,1,44,0
3,93c,On,1,42,100
3,93c,On,1,44,100
3,955,On,1,44,0
3,955,On,1,42,0
3,956,On,1,76,0
3,956,On,1,44,0
3,957,On,1,42,100
3,957,On,1,44,100
3,95b,On,1,44,0
3,95b,On,1,44,0
3,95b,On,1,44,0
3,970,On,1,46,100
3,970,On,1,44,100
3,97d,On,1,44,0
3,97d,On,1,42,0
3,97f,On,1,49,100
3,99a,On,1,44,0
3,99a,On,1,42,0
3,9a7,On,1,44,100
3,9a7,On,1,44,100
3,9ac,On,1,44,0
3,9ac,On,1,44,100
3,9cb,On,1,44,0
3,9cb,On,1,42,0
3,9cb,On,1,44,100
3,9d6,On,1,44,0
3,9d6,On,1,44,0
3,9d6,On,1,55,100
3,9d6,On,1,36,100
3,9f2,On,1,42,0
3,9f2,On,1,42,100
3,9f2,On,1,44,100
3,a01,On,1,44,0
3,a01,On,1,44,0
3,a0e,On,1,42,100
3,a0e,On,1,44,100
3,a0f,On,1,44,0
3,a17,On,1,50,0
3,a17,On,1,76,0
3,a17,On,1,42,0
3,a1b,On,1,69,100
3,a69,On,1,69,0
3,a6a,On,1,69,100
3,a8a,On,1,79,0
3,a8b,On,1,72,100
3,a9a,On,1,60,0
3,aa,On,1,63,0
3,aa,On,1,76,0
3,aa,On,1,57,100
3,aa8,On,1,46,0
3,aac,On,1,75,100
3,aac,On,1,44,100
3,ac0,On,1,69,0
3,ac0,On,1,60,0
3,ac1,On,1,72,100
3,ac1,On,1,44,100
3,ad8,On,1,60,0
3,ad9,On,1,72,100
3,ad9,On,1,63,100
3,aeb,On,1,72,0
3,aeb,On,1,60,0
3,af2,On,1,71,100
3,af2,On,1,67,100
3,af2,On,1,44,100
3,b15,On,1,69,0
3,b15,On,1,60,0
3,b16,On,1,75,100
3,b16,On,1,60,100
3,b2d,On,1,60,0
3,b2d,On,1,44,0
3,b2d,On,1,44,0
3,b30,On,1,76,90
3,b30,On,1,42,100
3,b30,On,1,44,100
3,b3b,On,1,52,0
3,b3b,On,1,44,0
3,b63,On,1,42,100
3,b63,On,1,44,100
3,b6e,On,1,44,0
3,b6e,On,1,42,0
3,b6e,On,1,42,100
3,b82,On,1,44,0
3,b82,On,1,44,0
3,b8b,On,1,42,100
3,b8b,On,1,44,100
3,b9b,On,1,44,0
3,b9b,On,1,42,0
3,bb2,On,1,46,100
3,bb2,On,1,44,100
3,bc2,On,1,44,0
3,bc2,On,1,42,0
3,bc5,On,1,69,100
3,bd8,On,1,44,0
3,bdb,On,1,72,60
3,bdb,On,1,42,100
3,bdb,On,1,44,100
3,bea,On,1,44,0
3,bea,On,1,42,0
3,c06,On,1,56,60
3,c06,On,1,44,100
3,c13,On,1,44,0
3,c13,On,1,42,0
3,c17,On,1,42,100
3,c17,On,1,44,100
3,c25,On,1,44,0
3,c25,On,1,42,0
3,c32,On,1,57,100
3,c32,On,1,44,100
3,c4,On,1,44,0
3,c4,On,1,42,0
3,c4f,On,1,42,100
3,c4f,On,1,44,100
3,c66,On,1,44,0
3,c66,On,1,42,0
3,c6e,On,1,42,100
3,c6e,On,1,44,100
3,c70,On,1,44,0
3,c70,On,1,42,0
3,c74,On,1,42,100
3,c74,On,1,44,100
3,c7c,On,1,44,0
3,c7c,On,1,42,0
3,c9f,On,1,42,100
3,c9f,On,1,44,100
3,ca8,On,1,44,0
3,ca8,On,1,42,0
3,cbb,On,1,42,100
3,cbb,On,1,44,100
3,cbb,On,1,44,100
3,cbb,On,1,44,100
3,db4,On,1,44,0
3,cb4,On,1,44,0
3,cc5,On,1,44,100
3,cc6,On,1,44,0
3,cc6,On,1,42,0
3,cb4,On,1,52,100
3,cc8,On,1,44,0
3,cc8,On,1,42,0
3,cca,On,1,42,100
3,cca,On,1,44,100
3,cdc,On,1,44,0
3,cdc,On,1,42,0
3,ce5,On,1,52,100
3,d10,On,1,44,0
3,d10,On,1,77,0
3,d10,On,1,44,0
3,d19,On,1,56,100
3,d3d,On,1,69,0
3,d3d,On,1,42,0
3,d3e,On,1,54,100
3,d4d,On,1,65,0
3,d4e,On,1,62,100
3,d5a,On,1,44,0
3,d5d,On,1,42,100
3,d5d,On,1,44,100
3,d5d,On,1,44,100
3,d66,On,1,44,0
3,d66,On,1,42,0
3,d6b,On,1,42,100
3,d8,On,1,44,0
3,d8,On,1,42,0
3,d9d,On,1,42,0
3,d9d,On,1,44,100
3,da8,On,1,44,0
3,da8,On,1,42,0
3,db5,On,1,42,0
3,db5,On,1,42,100
3,db5,On,1,44,100
3,dc3,On,1,44,0
3,dc3,On,1,42,0
3,dd8,On,1,42,100
3,dd8,On,1,44,100
3,de4,On,1,44,0
3,de4,On,1,42,0
3,def,On,1,42,100
3,def,On,1,44,0
3,df9,On,1,44,0
3,df9,On,1,42,0
3,e16,On,1,42,100
3,e16,On,1,44,100
3,e23,On,1,44,0
3,e23,On,1,42,0
3,e28,On,1,42,100
3,e28,On,1,44,100
3,e42,On,1,44,0
3,e42,On,1,77,0
3,e42,On,1,42,0
3,e5f,On,1,42,100
3,e5f,On,1,44,100
3,e61,On,1,44,0
3,e61,On,1,46,0
3,e70,On,1,42,100
3,e70,On,1,44,100
3,e79,On,1,44,0
3,e79,On,1,42,0
3,e77,On,1,76,80
3,e77,On,1,36,100
3,e90,On,1,35,0
3,e90,On,1,42,0
3,e90,On,1,38,100
3,eb0,On,1,38,0
3,eb0,On,1,36,0
3,eb0,On,1,38,100
3,eb0,On,1,42,100
3,eb0,On,1,36,100
3,eb8,On,1,59,0
3,eb8,On,1,62,100
3,eca,On,1,60,0
3,eca,On,1,56,100
3,eca,On,1,42,0
3,eca,On,1,42,100
3,eca,On,1,42,0
3,eca,On,1,42,100
3,ee5,On,1,42,0
3,ee5,On,1,42,100
3,ee5,On,1,44,100
3,f04,On,1,42,0
3,f04,On,1,36,100
3,f04,On,1,42,100
3,f04,On,1,49,0
3,f2f,On,1,42,0
3,f2f,On,1,42,100
3,f2f,On,1,42,0
3,f2f,On,1,36,100
3,f19,On,1,42,0
3,f19,On,1,42,100
3,f19,On,1,44,0
3,f33,On,1,42,0
3,f33,On,1,42,100
3,f33,On,1,44,100
3,f3c,On,1,42,0
3,f3c,On,1,42,100
3,f3c,On,1,44,0
3,f3f,On,1,44,0
3,f7d,On,1,42,100
3,f7d,On,1,34,100
3,f7f,On,1,44,0
3,f7f,On,1,42,0
3,f7f,On,1,42,100
3,f88,On,1,44,0
3,f88,On,1,42,0
3,f9,On,1,42,100
3,f9,On,1,42,100
3,f90,On,1,42,0
3,f90,On,1,42,100
3,f90,On,1,44,0
3,fb1,On,1,42,0
3,fb1,On,1,46,100
3,fb1,On,1,44,100
3,fb7,On,1,44,0
3,fb7,On,1,42,0
3,fb7,On,1,42,100
3,fb7,On,1,44,100
3,fc,On,1,44,0
3,fc,On,1,42,0
3,fc,On,1,36,0
3,fc,On,1,42,0
3,fc,On,1,42,100
3,fc,On,1,44,100
3,fc,On,1,44,100
3,fc,On,1,69,100
3,fc0,On,1,60,0
3,fc0,On,1,42,0
3,fc0,On,1,42,0
3,fde,On,1,42,100
3,fde,On,1,44,0
3,ff2,On,1,42,0
3,ff2,On,1,42,100
NEWSONG
3,0,Prog,1,80
3,0,On,1,69,110
3,0,On,1,66,100
3,10eb,Of,1,89,0
3,10eb,Of,1,79,0
3,10eb,On,1,75,60
3,10eb,On,1,88,69
3,10eb,On,1,76,100
3,111b,Of,1,69,0
3,111b,Of,1,33,0
3,111b,Of,1,44,0
3,111b,On,1,42,100
3,111b,Of,1,34,64
3,1140,Of,1,79,0
3,1140,Of,1,92,0
3,1140,On,1,51,100
3,1140,On,1,36,100
3,1140,On,1,79,100
3,1134,Of,1,75,0
3,1134,On,1,82,100
3,1134,Of,1,60,0
3,1134,On,1,35,100
3,1134,Of,1,77,0
3,1134,On,1,79,100
3,114b,Of,1,72,0
3,114b,On,1,67,100
3,114b,Of,1,36,0
3,114b,On,1,34,100
3,114b,Of,1,77,0
3,114b,On,1,82,100
3,119e,Of,1,77,0
3,119e,On,1,77,100
3,11ea,Of,1,63,0
3,11ea,On,1,65,100
3,11ea,Of,1,31,0
3,11ea,On,1,47,100
3,11ea,Of,1,43,0
3,11ea,On,1,43,100
3,11ea,Of,1,87,0
3,11ea,On,1,85,50
3,11f5,Of,1,46,0
3,11f5,On,1,30,100
3,11f5,Of,1,79,0
3,11f5,On,1,87,100
3,1226,Of,1,46,0
3,1226,On,1,38,100
3,1226,Of,1,75,0
3,1226,On,1,87,100
3,1234,Of,1,63,0
3,1234,On,1,33,100
3,1234,Of,1,79,0
3,1234,On,1,78,100
3,1242,Of,1,44,0
3,1242,On,1,34,100
3,1242,Of,1,83,0
3,1242,On,1,93,100
3,1260,Of,1,32,0
3,1260,On,1,26,100
3,1260,Of,1,39,0
3,1260,On,1,35,100
3,1260,Of,1,77,0
3,1260,On,1,87,100
3,1291,Of,1,36,0
3,1291,On,1,35,100
3,1291,Of,1,87,0
3,1291,On,1,87,100
3,12b3,Of,1,67,0
3,12b3,On,1,65,100
3,12b3,Of,1,31,0
3,12b3,On,1,38,100
3,12b3,Of,1,77,0
3,12b3,On,1,67,100
3,12b3,Of,1,31,0
3,12b3,On,1,41,100
3,12b3,Of,1,74,0
3,12b3,On,1,67,100
3,12b3,Of,1,46,0
3,12b3,On,1,45,100
3,12c,Of,1,44,0
3,12c,On,1,34,100
3,12c,Of,1,74,0
3,12c,On,1,65,100
3,12c,Of,1,38,0
3,12c,On,1,44,100
3,12c,Of,1,81,0
3,12c,On,1,81,100
3,12c,Of,1,34,0
3,12c,On,1,47,100
3,12c,Of,1,77,0
3,12c,On,1,82,100
3,12c0,Of,1,67,0
3,12c0,Of,1,33,0
3,12c0,On,1,44,100
3,12c0,Of,1,82,0
3,12c0,On,1,79,100
3,130d,Of,1,76,0
3,130d,On,1,65,100
3,130d,Of,1,37,0
3,130d,On,1,34,100
3,130d,Of,1,69,0
3,130d,On,1,69,100
3,130d,Of,1,36,0
3,130d,On,1,34,100
3,130d,Of,1,69,0
3,130d,On,1,67,100
3,130d,Of,1,31,0
3,130d,On,1,39,100
3,130d,Of,1,79,0
3,130d,On,1,77,100
3,130d,Of,1,36,0
3,130d,On,1,31,100
3,130d,Of,1,69,0
3,130d,On,1,69,100
3,130d,Of,1,38,0
3,130d,On,1,39,100
3,130d,Of,1,83,0
3,130d,On,1,80,100
3,131f,Of,1,33,0
3,131f,On,1,41,100
3,131f,Of,1,74,0
3,131f,Of,1,81,0
3,131f,On,1,76,100
3,131f,On,1,77,100
3,131f,Of,1,51,0
3,131f,On,1,34,100
3,131f,Of,1,79,0
3,131f,On,1,82,100
3,1353,Of,1,67,0
3,1353,On,1,60,100
3,1353,Of,1,34,0
3,1353,On,1,27,100
3,1353,Of,1,70,0
3,1353,Of,1,33,0
3,1353,On,1,38,100
3,1353,Of,1,82,0
3,1353,On,1,84,100
3,1364,Of,1,76,0
3,1364,On,1,81,100
3,1364,Of,1,38,0
3,1364,On,1,30,100
3,1364,Of,1,77,0
3,1364,On,1,79,100
3,13af,Of,1,48,0
3,13af,On,1,33,100
3,13af,Of,1,76,0
3,13af,On,1,72,100
3,13d6,Of,1,38,0
3,13d6,On,1,34,100
3,13d6,Of,1,77,0
3,13d6,On,1,87,100
3,13e0,Of,1,67,0
3,13e0,On,1,57,100
3,13e0,Of,1,36,0
3,13e0,On,1,38,100
3,13e0,Of,1,76,0
3,13e0,On,1,72,100
3,143b,On,1,38,100
3,143b,Of,1,46,0
3,143b,On,1,43,100
3,143b,Of,1,86,0
3,143b,On,1,79,100
3,1456,Of,1,44,0
3,1456,On,1,33,100
3,1456,Of,1,74,0
3,1456,On,1,74,100
3,147,Of,1,81,0
3,147,Of,1,36,0
3,147,On,1,33,100
3,147,Of,1,77,0
3,147,On,1,81,100
3,1474,Of,1,32,0
3,1474,On,1,36,100
3,1474,Of,1,82,0
3,1474,On,1,79,100
3,1491,Of,1,38,0
3,1491,On,1,29,100
3,1491,Of,1,92,0
3,1491,On,1,77,100
3,14ac,Of,1,64,0
3,14ac,On,1,57,100
3,14ac,Of,1,79,0
3,14ac,On,1,64,100
3,14ac,Of,1,34,0
3,14ac,On,1,41,100
3,14ac,Of,1,78,0
3,14ac,On,1,82,100
3,14e4,Of,1,64,0
3,14e4,On,1,59,100
3,14e4,Of,1,35,0
3,14e4,On,1,36,100
3,14e4,Of,1,76,0
3,14e4,Of,1,60,0
3,14e4,On,1,50,100
3,14e4,On,1,30,100
3,152b,Of,1,39,0
3,152b,On,1,63,100
3,152b,Of,1,34,0
3,152b,On,1,33,100
3,152b,Of,1,84,0
3,152b,On,1,79,100
3,152b,Of,1,68,0
3,152b,On,1,61,100
3,152b,Of,1,38,0
3,152b,On,1,41,100
3,1546,Of,1,79,0
3,1546,On,1,68,100
3,1546,Of,1,34,0
3,1546,On,1,28,100
3,1546,Of,1,86,0
3,1546,On,1,79,100
3,1558,Of,1,56,0
3,1558,On,1,38,100
3,1574,Of,1,71,0
3,1574,On,1,65,100
3,1574,Of,1,34,0
3,1574,On,1,47,100
3,1574,Of,1,64,0
3,1574,On,1,61,100
3,1574,Of,1,34,0
3,1574,On,1,34,100
3,1574,Of,1,75,0
3,1574,On,1,80,100
3,15a0,Of,1,36,0
3,15a0,On,1,48,100
3,15a0,Of,1,84,0
3,15a0,On,1,82,100
3,15c8,Of,1,30,0
3,15c8,On,1,29,100
3,15c8,Of,1,81,0
3,15c8,On,1,77,100
3,160d,Of,1,68,0
3,160d,On,1,66,100
3,160d,Of,1,37,0
3,160d,On,1,44,100
3,160d,Of,1,79,0
3,160d,On,1,79,100
3,1612,Of,1,33,0
3,1612,On,1,34,100
3,1612,Of,1,85,0
3,1612,On,1,76,100
3,1647,Of,1,46,0
3,1647,On,1,30,100
3,1647,Of,1,93,0
3,1647,On,1,92,100
3,1647,Of,1,70,0
3,1647,On,1,64,100
3,1647,On,1,34,100
3,1647,Of,1,77,0
3,1647,On,1,75,100
3,1663,Of,1,46,0
3,1663,On,1,34,100
3,1663,Of,1,76,0
3,1663,On,1,79,100
3,168,Of,1,44,0
3,168,On,1,46,100
3,168,Of,1,68,0
3,168,On,1,77,100
3,1680,Of,1,49,0
3,1680,Of,1,39,0
3,1680,Of,1,77,0
3,1680,On,1,60,100
3,1680,Of,1,36,0
3,1680,On,1,36,100
3,1680,Of,1,89,0
3,1680,On,1,87,100
3,16b9,Of,1,38,0
3,16b9,On,1,37,100
3,16b9,Of,1,83,0
3,16b9,On,1,87,100
3,16bb,Of,1,39,0
3,16bb,On,1,41,100
3,16c1,Of,1,67,0
3,16c1,On,1,67,100
3,16c1,Of,1,35,0
3,16c1,On,1,48,100
3,16c1,Of,1,69,0
3,16c1,On,1,65,100
3,16c1,Of,1,36,0
3,16c1,On,1,30,100
3,16c1,Of,1,77,0
3,16c1,On,1,77,100
3,16ee,Of,1,36,0
3,16ee,On,1,30,100
3,16ee,Of,1,78,0
3,16ee,On,1,79,100
3,16fe,Of,1,51,0
3,170d,On,1,45,100
3,1761,Of,1,50,0
3,1761,On,1,38,100
3,17a7,Of,1,69,0
3,17a7,On,1,77,100
3,17a7,Of,1,37,0
3,17a7,On,1,47,100
3,17a7,Of,1,31,0
3,17a7,On,1,47,100
3,17ba,Of,1,35,0
3,17ba,On,1,34,100
3,17ba,Of,1,86,0
3,17ba,On,1,77,100
3,1809,Of,1,36,0
3,1809,On,1,55,100
3,1828,Of,1,37,0
3,1828,On,1,35,100
3,1828,Of,1,85,0
3,1828,On,1,79,100
3,1846,Of,1,33,0
3,1846,On,1,28,100
3,1846,Of,1,72,0
3,1846,On,1,66,100
3,1846,Of,1,35,0
3,1846,On,1,30,100
3,1846,Of,1,79,0
3,1846,On,1,75,100
3,1852,Of,1,68,0
3,1852,On,1,60,100
3,1852,Of,1,31,0
3,1852,On,1,50,100
3,1894,Of,1,76,0
3,1894,On,1,79,100
3,1894,Of,1,34,0
3,1894,On,1,31,100
3,1894,Of,1,77,0
3,1894,On,1,74,100
3,18de,Of,1,56,0
3,18de,On,1,31,100
3,18e0,Of,1,72,0
3,18e0,On,1,53,100
3,18e0,Of,1,36,0
3,18e0,On,1,45,100
3,18e0,Of,1,79,0
3,18e0,On,1,83,100
3,1903,Of,1,75,0
3,1903,On,1,72,100
3,1903,Of,1,37,0
3,1903,On,1,47,100
3,1918,Of,1,71,0
3,1918,On,1,67,100
3,1918,Of,1,33,0
3,1918,On,1,41,100
3,1918,Of,1,84,0
3,1918,On,1,78,100
3,1918,Of,1,39,0
3,1918,On,1,43,100
3,1918,Of,1,82,0
3,1918,On,1,87,100
3,193f,Of,1,30,0
3,193f,On,1,45,100
3,1951,Of,1,72,0
3,1951,On,1,66,100
3,1951,Of,1,32,0
3,1951,On,1,45,100
3,1951,Of,1,37,0
3,1951,On,1,45,100
3,1951,Of,1,69,0
3,1951,On,1,77,100
3,1951,Of,1,59,0
3,1951,On,1,57,100
3,1951,Of,1,36,0
3,1951,On,1,31,100
3,1951,Of,1,77,0
3,1951,On,1,79,100
3,1971,Of,1,62,0
3,1971,On,1,62,100
3,1971,Of,1,33,0
3,1971,On,1,45,100
3,1971,Of,1,77,0
3,1971,On,1,77,100
3,1990,Of,1,72,0
3,1990,On,1,70,100
3,1990,Of,1,31,0
3,1990,On,1,43,100
3,1990,Of,1,48,0
3,1990,On,1,43,100
3,1990,On,1,72,100
3,1990,Of,1,62,0
3,1990,Of,1,31,0
3,1990,On,1,33,100
3,1990,Of,1,77,0
3,1990,On,1,87,100
3,19ab,Of,1,81,0
3,19ab,On,1,79,100
3,19dc,Of,1,69,0
3,19dc,On,1,67,100
3,19dc,Of,1,31,0
3,19dc,On,1,47,100
3,19dc,Of,1,74,0
3,19dc,On,1,73,100
3,19dc,Of,1,35,0
3,19dc,On,1,34,100
3,19dc,Of,1,69,0
3,19dc,On,1,67,100
3,19dc,Of,1,81,0
3,19dc,On,1,70,100
3,19dc,Of,1,49,0
3,19dc,On,1,51,100
3,19dc,Of,1,43,0
3,19dc,On,1,34,100
3,19dc,Of,1,77,0
3,19dc,On,1,77,100
3,1a0c,Of,1,36,0
3,1a0c,On,1,48,100
3,1a18,Of,1,63,0
3,1a18,On,1,54,100
3,1a18,Of,1,56,0
3,1a18,On,1,36,100
3,1a18,Of,1,89,0
3,1a18,On,1,82,100
3,1a3b,Of,1,68,0
3,1a3b,On,1,69,100
3,1a3b,Of,1,39,0
3,1a3b,On,1,45,100
3,1a60,Of,1,49,0
3,1a60,On,1,33,100
3,1a60,Of,1,62,0
3,1a60,On,1,41,100
3,1a60,On,1,49,100
3,1a60,Of,1,46,0
3,1a60,On,1,39,100
3,1a60,Of,1,36,0
3,1a60,On,1,36,100
3,1a60,Of,1,77,0
3,1a60,On,1,89,100
3,1a6c,Of,1,74,0
3,1a6c,On,1,67,100
3,1a6c,Of,1,81,0
3,1a6c,On,1,75,100
3,1a6c,Of,1,31,0
3,1a6c,On,1,36,100
3,1a6c,Of,1,86,0
3,1a6c,On,1,77,100
3,1aac,Of,1,67,0
3,1aac,On,1,74,100
3,1aac,Of,1,32,0
3,1aac,On,1,31,100
3,1aac,Of,1,72,0
3,1aac,On,1,79,100
3,1ccc,Of,1,36,0
3,1ccc,On,1,38,100
3,1cef,Of,1,76,0
3,1cef,On,1,82,100
3,1cef,Of,1,34,0
3,1cef,On,1,35,100
3,1deb,Of,1,77,0
3,1deb,On,1,79,100
3,1deb,Of,1,38,0
3,1deb,On,1,39,100
3,1deb,Of,1,77,0
3,1deb,On,1,81,100
3,1e08,Of,1,69,0
3,1e08,On,1,76,100
3,1e08,Of,1,66,0
3,1e08,On,1,77,100
3,1e08,Of,1,29,0
3,1e08,On,1,34,100
3,1e08,Of,1,74,0
3,1e08,On,1,77,100
3,1e67,Of,1,69,0
3,1e67,On,1,67,100
3,1e67,Of,1,36,64
3,1e67,Of,1,32,0
3,1e67,On,1,35,100
3,1e67,Of,1,86,0
3,1e67,On,1,84,100
3,1e91,Of,1,80,0
3,1e91,On,1,75,100
3,1ea2,Of,1,65,0
3,1ea2,On,1,51,100
3,1ea2,Of,1,56,0
3,1ea2,Of,1,59,0
3,1ea2,Of,1,50,0
3,1ea2,Of,1,49,0
3,1ea2,On,1,34,100
3,1ea2,Of,1,65,0
3,1ea2,On,1,63,100
3,1ea2,Of,1,41,0
3,1ea2,On,1,46,100
3,1ea2,Of,1,34,0
3,1ea2,On,1,31,100
3,1ea2,Of,1,78,0
3,1ea2,On,1,75,100
3,1ea9,Of,1,65,0
3,1ea9,On,1,66,100
3,1ea9,Of,1,31,0
3,1ea9,On,1,44,100
3,1eb5,Of,1,48,0
3,1eb5,On,1,34,100
3,1eb5,Of,1,84,0
3,1eb5,On,1,77,100
3,1eb5,Of,1,44,0
3,1eb5,On,1,45,100
3,1ec9,Of,1,74,0
3,1ec9,Of,1,65,0
3,1ede,On,1,48,100
3,1ede,On,1,31,100
3,1ede,Of,1,77,0
3,1ede,On,1,79,100
3,1f08,Of,1,35,0
3,1f08,On,1,41,100
3,1f08,Of,1,69,0
3,1f08,On,1,70,100
3,1f08,Of,1,35,0
3,1f08,On,1,46,100
3,1f08,Of,1,75,0
3,1f08,On,1,67,100
3,1f08,Of,1,34,0
3,1f08,On,1,30,100
3,1f08,Of,1,74,0
3,1f08,On,1,77,100
3,1f24,Of,1,34,0
3,1f24,On,1,40,100
3,1f24,Of,1,49,0
3,1f24,On,1,47,100
3,1f24,Of,1,33,0
3,1f24,On,1,34,100
3,1f24,Of,1,77,0
3,1f24,Of,1,74,0
3,1f24,On,1,69,100
3,1f24,On,1,63,100
3,1f24,Of,1,41,0
3,1f24,On,1,50,100
3,1f24,Of,1,45,0
3,1f24,On,1,35,100
3,1f24,Of,1,76,0
3,1f24,On,1,77,100
3,1f34,Of,1,33,0
3,1f34,On,1,48,100
3,1f34,Of,1,76,0
3,1f34,On,1,85,100
3,1f4b,Of,1,67,0
3,1f4b,On,1,65,100
3,1f4b,Of,1,31,0
3,1f4b,On,1,36,100
3,1f4b,Of,1,79,0
3,1f4b,On,1,82,100
3,1f60,Of,1,67,0
3,1f60,Of,1,33,0
3,1f60,Of,1,64,0
3,1f60,On,1,38,100
3,1f60,On,1,45,100
3,1f60,Of,1,34,0
3,1f60,On,1,31,100
3,1f60,Of,1,80,0
3,1f60,Of,1,96,0
3,1f60,On,1,46,100
3,1f60,Of,1,67,0
3,1f60,On,1,70,100
3,1f60,Of,1,70,0
3,1f60,On,1,62,100
3,1f60,Of,1,59,0
3,1f60,Of,1,31,0
3,1f60,Of,1,39,0
3,1f60,Of,1,66,0
3,1f60,Of,1,34,0
3,1f60,On,1,41,100
3,1f60,Of,1,37,0
3,1f60,Of,1,45,0
3,1f60,On,1,65,100
3,1f60,Of,1,51,0
3,1f60,On,1,49,100
3,1f6c,Of,1,46,0
3,1f6c,On,1,33,100
3,1fb0,Of,1,77,0
3,1fb0,On,1,74,100
3,1fb0,Of,1,55,0
3,1fb0,On,1,47,100
3,1fe5,Of,1,49,0
3,1fe5,On,1,34,100
3,200f,Of,1,45,0
3,200f,On,1,39,100
3,200f,Of,1,82,0
3,200f,On,1,77,100
3,2017,Of,1,31,0
3,2017,On,1,49,100
3,2024,Of,1,39,0
3,2024,On,1,49,100
3,2024,Of,1,35,0
3,2024,On,1,41,100
3,2024,Of,1,76,0
3,2024,On,1,79,100
3,204d,Of,1,67,0
3,204d,On,1,36,100
3,204d,Of,1,72,0
3,204d,Of,1,32,0
3,204d,On,1,84,100
3,204d,On,1,65,100
3,204d,Of,1,41,0
3,204d,On,1,39,100
3,207c,Of,1,34,0
3,207c,On,1,47,100
3,207c,Of,1,76,0
3,207c,On,1,77,100
3,2099,Of,1,33,0
3,2099,On,1,26,100
3,20c1,Of,1,57,0
3,20c1,On,1,67,100
3,20c1,Of,1,36,0
3,20c1,On,1,34,100
3,20c1,Of,1,85,0
3,20c1,On,1,79,100
3,20ef,Of,1,69,0
3,20ef,On,1,68,100
3,20ef,Of,1,33,0
3,20ef,On,1,34,100
3,20ef,Of,1,77,0
3,20ef,On,1,79,100
3,2102,Of,1,65,0
3,2102,On,1,65,100
3,2102,Of,1,31,0
3,2102,On,1,34,100
3,2102,Of,1,82,0
3,2102,On,1,77,100
3,216d,Of,1,75,0
3,216d,On,1,79,100
3,216d,Of,1,24,0
3,216d,On,1,34,100
3,216d,Of,1,81,0
3,216d,On,1,79,100
3,2194,Of,1,68,0
3,2194,On,1,65,100
3,2194,Of,1,77,0
3,2194,On,1,75,100
3,2194,Of,1,39,0
3,2194,On,1,34,100
3,2194,Of,1,77,0
3,2194,On,1,72,100
3,2194,Of,1,72,0
3,2194,On,1,75,100
3,2194,Of,1,31,0
3,2194,On,1,34,100
3,2194,Of,1,77,0
3,2194,On,1,89,100
3,21cb,Of,1,68,0
3,21cb,On,1,67,100
3,21cb,Of,1,31,0
3,21cb,On,1,48,100
3,21cb,Of,1,74,0
3,21cb,On,1,79,100
3,21cb,Of,1,36,0
3,21cb,On,1,21,100
3,21cb,Of,1,77,0
3,21cb,On,1,79,100
3,21cb,Of,1,31,0
3,21cb,On,1,42,100
3,21cb,Of,1,98,0
3,21cb,On,1,79,100
3,21e8,Of,1,33,0
3,21e8,On,1,27,100
3,2204,Of,1,37,0
3,2204,On,1,47,100
3,2221,Of,1,46,0
3,2221,On,1,29,100
3,2221,Of,1,65,0
3,2221,On,1,63,100
3,2221,Of,1,31,0
3,2221,On,1,33,100
3,2221,Of,1,77,0
3,2221,On,1,89,100
3,2221,Of,1,32,0
3,2221,On,1,39,100
3,2221,Of,1,82,0
3,2221,On,1,83,100
3,222f,Of,1,77,0
3,222f,Of,1,33,0
3,222f,On,1,55,100
3,222f,Of,1,84,0
3,222f,On,1,79,100
3,2242,Of,1,43,0
3,2424,On,1,39,100
3,2244,Of,1,72,0
3,2244,On,1,70,100
3,2244,Of,1,44,0
3,2244,On,1,45,100
3,2274,Of,1,72,0
3,2264,On,1,65,100
3,2264,Of,1,31,0
3,2264,On,1,35,100
3,2264,Of,1,82,0
3,2264,On,1,86,100
3,2264,Of,1,84,0
3,2264,On,1,95,100
3,2277,Of,1,77,0
3,2277,On,1,74,100
3,2277,Of,1,31,0
3,2277,On,1,31,100
3,2277,Of,1,86,0
3,2277,On,1,82,100
3,229,Of,1,81,0
3,229,On,1,86,100
3,229a,Of,1,76,0
3,229a,On,1,77,100
3,229a,Of,1,35,0
3,229a,On,1,49,100
3,229a,Of,1,77,0
